Country Name,CO2_emissions,health_spending,GNI,DPT_vax,Measles_vax,HIV_incidence,TB_incidence,life_expectancy,cell_subs,safe_water_pct,safe_sanitation_pct,poverty_rate
Tanzania,0.207828911,109.09073640000001,2470.0,90.0,90.0,3.03,269.0,64.479,73.09478999,72.09441406816394,24.1449869,49.4
Thailand,3.7662287130000003,686.5927124,16640.0,99.0,99.0,0.25,156.0,76.683,175.59649419999997,72.09441406816394,24.94249122,0.0
Timor-Leste,0.482602191,321.5744934,4470.0,83.0,77.0,0.18,498.0,69.007,125.20522690000001,72.09441406816394,57.94876916857851,4.530555555555556
Togo,0.268884387,101.4862747,2010.0,83.0,77.0,0.91,41.0,60.489,78.84556082,18.22711399,8.711846393,4.530555555555556
Tonga,1.764671281,348.1705933,6720.0,99.0,99.0,0.9936923076923078,12.0,70.70100000000001,105.8236436,29.47714403,34.68312286,4.530555555555556
Trinidad and Tobago,13.14249382,2186.641846,26540.0,89.0,93.0,0.15,17.0,73.245,146.7160721,72.09441406816394,57.94876916857851,4.530555555555556
Tunisia,2.614261782,874.3416138,10280.0,92.0,91.0,0.05,34.0,76.31,125.3697596,78.60573199,77.34910318,4.530555555555556
Turkey,5.127196701,1176.020508,27550.0,96.0,96.0,0.9936923076923078,17.0,77.161,95.91170472,72.09441406816394,76.50481763,0.1
Turkmenistan,12.49811773,1250.3178710000002,13620.0,99.0,99.0,0.9936923076923078,43.0,67.956,162.8611033,93.68088154,57.94876916857851,4.530555555555556
Uganda,0.141862619,132.2861939,2030.0,94.0,83.0,2.97,201.0,62.516000000000005,60.60467775,13.92501936,57.94876916857851,4.530555555555556
Ukraine,3.899968181,616.9468994,12140.0,50.0,86.0,0.47,84.0,71.78097561,131.3565115,88.87429325,69.68638742,0.0
United Arab Emirates,21.95061433,3031.245361,67670.0,97.0,99.0,0.16,0.8,77.64699999999999,208.9785999,72.09441406816394,95.87780128,4.530555555555556
United Kingdom,5.546265944,4473.07666,45180.0,94.0,92.0,0.9936923076923078,8.8,81.25609756,118.5404012,99.83813267,98.05412839,0.3
United States,14.80588242,10209.63086,61410.0,95.0,92.0,0.21,3.1,78.53902439,123.0448345,96.78265168,98.29928582,1.2
Uruguay,1.769167313,2163.464111,21730.0,93.0,96.0,0.33,31.0,77.632,148.3299827,72.09441406816394,57.94876916857851,0.1
Uzbekistan,3.438864292,415.9486389,6650.0,99.0,99.0,0.19,73.0,71.388,75.92497884,58.90380751,57.94876916857851,4.530555555555556
Vanuatu,0.595448671,86.24005890000001,3040.0,85.0,80.0,0.9936923076923078,51.0,70.172,79.86270183,72.09441406816394,57.94876916857851,4.530555555555556
"Venezuela, RB",5.058756948,783.4632568,20412.66304347826,66.0,96.0,0.21,45.0,72.24600000000001,83.30482214,72.09441406816394,22.42850216,4.530555555555556
Vietnam,2.348081292,406.3420105,6650.0,94.0,97.0,0.14,188.0,75.241,126.86612990000002,72.09441406816394,57.94876916857851,4.530555555555556
Virgin Islands (U.S.),4.140249228967392,1449.1322523124295,20412.66304347826,87.67213114754098,87.0327868852459,0.9936923076923078,109.91783505154638,79.36829268,107.72459359056994,97.93599355,57.94876916857851,4.530555555555556
West Bank and Gaza,4.140249228967392,1449.1322523124295,7250.0,87.67213114754098,87.0327868852459,0.9936923076923078,0.76,73.74,84.17979591,78.72343169,62.06461286,4.530555555555556
"Yemen, Rep.",0.361417938,1449.1322523124295,20412.66304347826,68.0,65.0,0.06,48.0,66.086,55.17502377,72.09441406816394,18.01167564,4.530555555555556
Zambia,0.41474798700000004,179.8637085,3330.0,94.0,96.0,7.96,361.0,63.043,79.73690961,72.09441406816394,57.94876916857851,4.530555555555556
Zimbabwe,0.7185704959999999,198.81242369999998,3210.0,89.0,90.0,4.58,221.0,60.812,98.98507333,29.99768293,26.57682351,33.9
